"year","project","month","site","treatment","plot_id","functional_group","family","genus","specie","taxon","cover"
2018,"PFTC3","March","QUE","C",2,"Moss","Polytrichaceae","Polytrichum","sp1","Polytrichum sp1",2
2018,"PFTC3","March","QUE","C",2,"Moss","Polytrichaceae","Polytrichum","sp2","Polytrichum sp2",0.5
2018,"PFTC3","March","QUE","C",2,"Forb","Violaceae","Viola","pygmaea","Viola pygmaea",0.5
2018,"PFTC3","March","QUE","C",3,"Forb","Asteraceae","Antennaria","linearifolia","Antennaria linearifolia",1
2018,"PFTC3","March","QUE","C",3,"Forb","Asteraceae","Aphanactis","villosa","Aphanactis villosa",0.5
2018,"PFTC3","March","QUE","C",3,"Forb","Asteraceae","Gamochaeta","coarctata","Gamochaeta coarctata",0.5
2018,"PFTC3","March","QUE","C",3,"Forb","Asteraceae","Oreithales","integrifolia","Oreithales integrifolia",0.5
2018,"PFTC3","March","QUE","C",3,"Forb","Asteraceae","Werneria","nubigena","Werneria nubigena",4
2018,"PFTC3","March","QUE","C",3,"Woody","Asteraceae","Baccharis","caespitosa","Baccharis caespitosa",0.5
2018,"PFTC3","March","QUE","C",3,"Forb","Campanulaceae","Lysipomia","glandulifera","Lysipomia glandulifera",0.5
2018,"PFTC3","March","QUE","C",3,"Forb","Caprifoliaceae","Belonanthus","hispidus","Belonanthus hispidus",0.5
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Cyperaceae","Carex","boliviensis","Carex boliviensis",1
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",7
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",4
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",2
2018,"PFTC3","March","QUE","C",3,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",1
2018,"PFTC3","March","QUE","C",3,"Forb","Gentianaceae","Gentiana","sedifolia","Gentiana sedifolia",2
2018,"PFTC3","March","QUE","C",3,"Forb","Geraniaceae","Geranium","sessiliflorum","Geranium sessiliflorum",0.5
2018,"PFTC3","March","QUE","C",3,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",6
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",0.5
2018,"PFTC3","March","QUE","C",3,"Forb","Orobanchaceae","Bartsia","tricophylla","Bartsia tricophylla",4
2018,"PFTC3","March","QUE","C",3,"Forb","Oxalidaceae","Oxalis","oreocharis","Oxalis oreocharis",0.5
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",1
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Poaceae","Agrostis","haenkeana","Agrostis haenkeana",1
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",1
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Poaceae","Agrostis","trichodes","Agrostis trichodes",1
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Poaceae","Anatherostipa","hans-meyeri","Anatherostipa hans-meyeri",10
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",1
2018,"PFTC3","March","QUE","C",3,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",27
2018,"PFTC3","March","QUE","C",3,"Moss","Polytrichaceae","Polytrichum","sp1","Polytrichum sp1",0.5
2018,"PFTC3","March","QUE","C",4,"Forb","Asteraceae","Antennaria","linearifolia","Antennaria linearifolia",2
2018,"PFTC3","March","QUE","C",4,"Forb","Asteraceae","Aphanactis","villosa","Aphanactis villosa",1
2018,"PFTC3","March","QUE","C",4,"Forb","Asteraceae","Hypochaeris","taraxacoides","Hypochaeris taraxacoides",1
2018,"PFTC3","March","QUE","C",4,"Forb","Asteraceae","Oreithales","integrifolia","Oreithales integrifolia",6
2018,"PFTC3","March","QUE","C",4,"Forb","Asteraceae","Werneria","nubigena","Werneria nubigena",3
2018,"PFTC3","March","QUE","C",4,"Forb","Asteraceae","Werneria","villosa","Werneria villosa",10
2018,"PFTC3","March","QUE","C",4,"Woody","Asteraceae","Baccharis","caespitosa","Baccharis caespitosa",1
2018,"PFTC3","March","QUE","C",4,"Forb","Caprifoliaceae","Belonanthus","hispidus","Belonanthus hispidus",0.5
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Cyperaceae","Carex","boliviensis","Carex boliviensis",0.5
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",3
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",0.5
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",1
2018,"PFTC3","March","QUE","C",4,"Forb","Gentianaceae","Gentiana","sedifolia","Gentiana sedifolia",0.5
2018,"PFTC3","March","QUE","C",4,"Forb","Geraniaceae","Geranium","sessiliflorum","Geranium sessiliflorum",0.5
2018,"PFTC3","March","QUE","C",4,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",5
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",4
2018,"PFTC3","March","QUE","C",4,"Forb","Orchidaceae","Pterichis","sp1","Pterichis sp1",0.5
2018,"PFTC3","March","QUE","C",4,"Forb","Orobanchaceae","Bartsia","tricophylla","Bartsia tricophylla",2
2018,"PFTC3","March","QUE","C",4,"Forb","Oxalidaceae","Oxalis","oreocharis","Oxalis oreocharis",0.5
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",4
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",3
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Poaceae","Anatherostipa","hans-meyeri","Anatherostipa hans-meyeri",10
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",2.5
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",25
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Poaceae","Poa","sp2","Poa sp2",0.5
2018,"PFTC3","March","QUE","C",4,"Gramminoid","Poaceae","Poa","spicigera","Poa spicigera",3
2018,"PFTC3","March","QUE","C",4,"Moss","Polytrichaceae","Polytrichum","sp1","Polytrichum sp1",3
2018,"PFTC3","March","QUE","C",4,"Forb","Rosaceae","Lachemilla","cf. vulcanica","Lachemilla cf. vulcanica",0.5
2018,"PFTC3","March","QUE","C",5,"Forb","Asteraceae","Antennaria","linearifolia","Antennaria linearifolia",3
2018,"PFTC3","March","QUE","C",5,"Forb","Asteraceae","Gamochaeta","coarctata","Gamochaeta coarctata",0.5
2018,"PFTC3","March","QUE","C",5,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2018,"PFTC3","March","QUE","C",5,"Woody","Asteraceae","Baccharis","caespitosa","Baccharis caespitosa",1
2018,"PFTC3","March","QUE","C",5,"Forb","Caprifoliaceae","Belonanthus","hispidus","Belonanthus hispidus",0.5
2018,"PFTC3","March","QUE","C",5,"Forb","Caryophyllaceae","Cerastium","arvense","Cerastium arvense",1
2018,"PFTC3","March","QUE","C",5,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",0.5
2018,"PFTC3","March","QUE","C",5,"Gramminoid","Cyperaceae","Carex","pygmaea","Carex pygmaea",0.5
2018,"PFTC3","March","QUE","C",5,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",15
2018,"PFTC3","March","QUE","C",5,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",1
2018,"PFTC3","March","QUE","C",5,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",10
2018,"PFTC3","March","QUE","C",5,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",0.5
2018,"PFTC3","March","QUE","C",5,"Forb","Gentianaceae","Gentiana","sedifolia","Gentiana sedifolia",0.5
2018,"PFTC3","March","QUE","C",5,"Forb","Gentianaceae","Gentianella","ernestii","Gentianella ernestii",0.5
2018,"PFTC3","March","QUE","C",5,"Forb","Geraniaceae","Geranium","sessiliflorum","Geranium sessiliflorum",0.5
2018,"PFTC3","March","QUE","C",5,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",6
2018,"PFTC3","March","QUE","C",5,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",0.5
2018,"PFTC3","March","QUE","C",5,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",5
2018,"PFTC3","March","QUE","C",5,"Forb","Orobanchaceae","Bartsia","tricophylla","Bartsia tricophylla",2
2018,"PFTC3","March","QUE","C",5,"Forb","Oxalidaceae","Oxalis","oreocharis","Oxalis oreocharis",0.5
2018,"PFTC3","March","QUE","C",5,"Gramminoid","Poaceae","Agrostis","foliata","Agrostis foliata",1
2018,"PFTC3","March","QUE","C",5,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",7
2018,"PFTC3","March","QUE","C",5,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",1
2018,"PFTC3","March","QUE","C",5,"Gramminoid","Poaceae","Calamagrostis","rigida","Calamagrostis rigida",50
2018,"PFTC3","March","QUE","C",5,"Moss","Polytrichaceae","Polytrichum","sp1","Polytrichum sp1",0.5
2018,"PFTC3","March","QUE","C",5,"Forb","Rosaceae","Lachemilla","cf. vulcanica","Lachemilla cf. vulcanica",1
2019,"Puna","April","ACJ","C",1,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2019,"Puna","April","ACJ","C",1,"Forb","Asteraceae","Senecio","burkartii","Senecio burkartii",0.5
2019,"Puna","April","ACJ","C",1,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",1
2019,"Puna","April","ACJ","C",1,"Woody","Asteraceae","Baccharis","genistelloides","Baccharis genistelloides",0.5
2019,"Puna","April","ACJ","C",1,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",3
2019,"Puna","April","ACJ","C",1,"Fern","Dryopteridaceae","Elaphoglossum","amphioxys","Elaphoglossum amphioxys",7
2019,"Puna","April","ACJ","C",1,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",3
2019,"Puna","April","ACJ","C",1,"Woody","Ericaceae","Gaultheria","vaccinioides","Gaultheria vaccinioides",5
2019,"Puna","April","ACJ","C",1,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",3
2019,"Puna","April","ACJ","C",1,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",1
2019,"Puna","April","ACJ","C",1,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",15
2019,"Puna","April","ACJ","C",1,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",1
2019,"Puna","April","ACJ","C",1,"Forb","Orchidaceae","Cyrtochilum","mystacinum","Cyrtochilum mystacinum",0.5
2019,"Puna","April","ACJ","C",1,"Gramminoid","Poaceae","Bromus","lanatus","Bromus lanatus",1
2019,"Puna","April","ACJ","C",1,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",0.5
2019,"Puna","April","ACJ","C",1,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",40
2019,"Puna","April","ACJ","C",1,"Gramminoid","Poaceae","Cortaderia","hapalotricha","Cortaderia hapalotricha",1
2019,"Puna","April","ACJ","C",1,"Gramminoid","Poaceae","Danthonia","secundiflora","Danthonia secundiflora",2
2019,"Puna","April","ACJ","C",1,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",5
2019,"Puna","April","ACJ","C",1,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",1
2019,"Puna","April","ACJ","C",1,"Forb","Rubiaceae","Nertera","granadensis","Nertera granadensis",1
2019,"Puna","April","ACJ","C",2,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2019,"Puna","April","ACJ","C",2,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","April","ACJ","C",2,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",0.5
2019,"Puna","April","ACJ","C",2,"Fern","Dryopteridaceae","Elaphoglossum","amphioxys","Elaphoglossum amphioxys",2
2019,"Puna","April","ACJ","C",2,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",1
2019,"Puna","April","ACJ","C",2,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",1
2019,"Puna","April","ACJ","C",2,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",1
2019,"Puna","April","ACJ","C",2,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",0.5
2019,"Puna","April","ACJ","C",2,"Forb","Orchidaceae","Cyrtochilum","mystacinum","Cyrtochilum mystacinum",1
2019,"Puna","April","ACJ","C",2,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",15
2019,"Puna","April","ACJ","C",2,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",75
2019,"Puna","April","ACJ","C",3,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2019,"Puna","April","ACJ","C",3,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","April","ACJ","C",3,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",0.5
2019,"Puna","April","ACJ","C",3,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",5
2019,"Puna","April","ACJ","C",3,"Fern","Dryopteridaceae","Elaphoglossum","amphioxys","Elaphoglossum amphioxys",1
2019,"Puna","April","ACJ","C",3,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",1
2019,"Puna","April","ACJ","C",3,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",5
2019,"Puna","April","ACJ","C",3,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",1
2019,"Puna","April","ACJ","C",3,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",1
2019,"Puna","April","ACJ","C",3,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",30
2019,"Puna","April","ACJ","C",3,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",11
2019,"Puna","April","ACJ","C",3,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",40
2019,"Puna","April","ACJ","C",3,"Gramminoid","Poaceae","Cortaderia","bifida","Cortaderia bifida",2
2019,"Puna","April","ACJ","C",3,"Fern","Polypodiaceae","Melpomene","moniliformis","Melpomene moniliformis",0.5
2019,"Puna","April","ACJ","C",3,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",2
2019,"Puna","April","ACJ","C",4,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2019,"Puna","April","ACJ","C",4,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",5
2019,"Puna","April","ACJ","C",4,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",10
2019,"Puna","April","ACJ","C",4,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",5
2019,"Puna","April","ACJ","C",4,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",10
2019,"Puna","April","ACJ","C",4,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",1
2019,"Puna","April","ACJ","C",4,"Forb","Iridaceae","Sisyrinchium","vaginatum","Sisyrinchium vaginatum",0.5
2019,"Puna","April","ACJ","C",4,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",15
2019,"Puna","April","ACJ","C",4,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",5
2019,"Puna","April","ACJ","C",4,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",2
2019,"Puna","April","ACJ","C",4,"Fern","Polypodiaceae","Melpomene","moniliformis","Melpomene moniliformis",0.5
2019,"Puna","April","ACJ","C",4,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",0.5
2019,"Puna","April","ACJ","C",4,"Forb","Rosaceae","Lachemilla","orbiculata","Lachemilla orbiculata",1
2019,"Puna","April","ACJ","C",5,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",1
2019,"Puna","April","ACJ","C",5,"Woody","Asteraceae","Baccharis","genistelloides","Baccharis genistelloides",0.5
2019,"Puna","April","ACJ","C",5,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",1
2019,"Puna","April","ACJ","C",5,"Fern","Dryopteridaceae","Elaphoglossum","huacsaro","Elaphoglossum huacsaro",2
2019,"Puna","April","ACJ","C",5,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",2
2019,"Puna","April","ACJ","C",5,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",9
2019,"Puna","April","ACJ","C",5,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",5
2019,"Puna","April","ACJ","C",5,"Forb","Euphobiaceae","Euphorbia","huanchahana","Euphorbia huanchahana",0.5
2019,"Puna","April","ACJ","C",5,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",1
2019,"Puna","April","ACJ","C",5,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",2
2019,"Puna","April","ACJ","C",5,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",0.5
2019,"Puna","April","ACJ","C",5,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",1
2019,"Puna","April","ACJ","C",5,"Forb","Orchidaceae","Pterichis","sp1","Pterichis sp1",0.5
2019,"Puna","April","ACJ","C",5,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",10
2019,"Puna","April","ACJ","C",5,"Gramminoid","Poaceae","Calamagrostis","cf. amoena","Calamagrostis cf. amoena",10
2019,"Puna","April","ACJ","C",5,"Gramminoid","Poaceae","Calamagrostis","tarmensis","Calamagrostis tarmensis",30
2019,"Puna","April","ACJ","C",5,"Gramminoid","Poaceae","Festuca","dolichophylla","Festuca dolichophylla",25
2019,"Puna","April","ACJ","C",5,"Fern","Pteridaceae","Eriosorus","cheilanthoides","Eriosorus cheilanthoides",1
2019,"Puna","July","ACJ","C",1,"Forb","Asteraceae","Chaptalia","cordata","Chaptalia cordata",0.5
2019,"Puna","July","ACJ","C",1,"Forb","Asteraceae","Hieracium","cf. mandonii","Hieracium cf. mandonii",0.5
2019,"Puna","July","ACJ","C",1,"Forb","Asteraceae","Senecio","rhizomathus","Senecio rhizomathus",1
2019,"Puna","July","ACJ","C",1,"Woody","Asteraceae","Baccharis","genistelloides","Baccharis genistelloides",0.5
2019,"Puna","July","ACJ","C",1,"Gramminoid","Cyperaceae","Carex","pichinchensis","Carex pichinchensis",8
2019,"Puna","July","ACJ","C",1,"Gramminoid","Cyperaceae","Rhynchospora","macrochaeta","Rhynchospora macrochaeta",0.5
2019,"Puna","July","ACJ","C",1,"Fern","Dryopteridaceae","Elaphoglossum","amphioxys","Elaphoglossum amphioxys",10
2019,"Puna","July","ACJ","C",1,"Woody","Ericaceae","Ericaceae","sp1","Ericaceae sp1",1
2019,"Puna","July","ACJ","C",1,"Woody","Ericaceae","Gaultheria","glomerata","Gaultheria glomerata",3
2019,"Puna","July","ACJ","C",1,"Woody","Ericaceae","Pernettya","prostrata","Pernettya prostrata",12
2019,"Puna","July","ACJ","C",1,"Woody","Ericaceae","Vaccinium","floribundum","Vaccinium floribundum",8
2019,"Puna","July","ACJ","C",1,"Forb","Gentianaceae","Halenia","umbellata","Halenia umbellata",4
2019,"Puna","July","ACJ","C",1,"Woody","Hypericaceae","Hypericum","andinum","Hypericum andinum",2
2019,"Puna","July","ACJ","C",1,"Gramminoid","Juncaceae","Luzula","racemosa","Luzula racemosa",1
2019,"Puna","July","ACJ","C",1,"Fern","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum",16
2019,"Puna","July","ACJ","C",1,"Woody","Melastomataceae","Miconia","rotundifolia","Miconia rotundifolia",1
2019,"Puna","July","ACJ","C",1,"Forb","Orchidaceae","Cyrtochilum","mystacinum","Cyrtochilum mystacinum",0.5
2019,"Puna","July","ACJ","C",1,"Gramminoid","Poaceae","Agrostis","mertensii","Agrostis mertensii",8
