country,project,course,id,year,month,date,gradient,site,treatment,plot_id,functional_group,family,taxon,genus,species,individual_nr,plant_height_cm,nr_leaves,number_leaves_scan,wet_mass_g,dry_mass_g,leaf_area_cm2,sla_cm2_g,ldmc,leaf_thickness_mm,area_flag,dry_flag,wet_flag
PE,T,PFTC3,CQZ9518,2018,March,2018-03-16T00:00:00Z,1,TRE,C,2,Forb,Asteraceae,Oreithales integrifolia,Oreithales,integrifolia,1,7,1,1,0.14,0.039,4.179,107.15384615384616,0.2785714285714285,0.28733333333333333,,,
PE,T,PFTC3,CHY3927,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Asteraceae,Oreithales integrifolia,Oreithales,integrifolia,5,3,1,2,0.21,0.04,4.444999999999999,111.12499999999999,0.1904761904761905,0.19866666666666666,,,
PE,T,PFTC3,CCH6525,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Asteraceae,Oreithales integrifolia,Oreithales,integrifolia,1,13,1,2,0.62,0.111,9.449,85.12612612612612,0.17903225806451614,0.244,,,
PE,T,PFTC3,CIL9198,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,3,34,1,5,0.36,0.165,14.826,89.85454545454546,0.45833333333333337,0.37,,,
PE,T,PFTC3,CIK6838,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,4,44,1,2,0.36,0.185,14.93,80.70270270270271,0.513888888888889,0.347,,,
PE,T,PFTC3,CIR2137,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,2,35,1,3,0.3,0.124,14.217,114.65322580645162,0.41333333333333333,0.3616666666666667,,,
PE,T,PFTC3,CRB7736,2018,March,2018-03-16T00:00:00Z,1,TRE,C,2,Forb,Asteraceae,Oreithales integrifolia,Oreithales,integrifolia,2,2,1,1,0.094,0.022,2.293,104.22727272727273,0.23404255319148934,0.2543333333333333,,,
PE,T,PFTC3,CKA5349,2018,March,2018-03-16T00:00:00Z,1,TRE,C,2,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,3,84,3,15,0.27999999999999997,0.09999999999999999,5.218333333333333,52.18333333333333,0.35714285714285715,0.4646666666666667,,,
PE,T,PFTC3,CRD6879,2018,March,2018-03-16T00:00:00Z,1,TRE,C,2,Forb,Asteraceae,Oreithales integrifolia,Oreithales,integrifolia,3,5,1,1,0.066,0.015,1.56,104.00000000000001,0.22727272727272727,0.2733333333333333,,,
PE,T,PFTC3,CIM0479,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,5,51,1,4,0.49,0.231,15.845,68.5930735930736,0.4714285714285715,0.307,,,
PE,T,PFTC3,CIB2329,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,3,46,4,5,0.07,0.037,2.7437500000000004,74.15540540540542,0.5285714285714285,0.22833333333333333,,,
PE,T,PFTC3,CIU7444,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,1,NA,1,3,0.21,0.095,7.04,74.10526315789474,0.4523809523809524,0.259,,,
PE,T,PFTC3,DAT5612,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,5,4,1,1,0.011,0.006,0.607,101.16666666666666,0.5454545454545455,0.265,,,
PE,T,PFTC3,DAN1839,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,3,4,1,2,0.27,0.006,1.377,229.5,0.02222222222222222,0.18866666666666668,,,
PE,T,PFTC3,CFZ1181,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,2,20,1,1,0.11,0.054,4.367,80.87037037037037,0.4909090909090909,0.20700000000000002,,,
PE,T,PFTC3,DBC1481,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,4,19,1,2,0.1,0.049,3.528,72,0.49,0.251,,,
PE,T,PFTC3,DAR1924,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,2,31,1,2,0.237,0.105,7.420999999999999,70.67619047619047,0.44303797468354433,0.2796666666666667,,,
PE,T,PFTC3,DAS2073,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,1,26,1,2,0.151,0.074,5.101,68.93243243243244,0.4900662251655629,0.25266666666666665,,,
PE,T,PFTC3,CJG7923,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,1,35,1,2,0.037,0.033,1.488,45.090909090909086,0.891891891891892,0.30333333333333334,,,
PE,T,PFTC3,CZH7353,2018,March,2018-03-15T00:00:00Z,1,ACJ,B,1,Forb,Gentianaceae,Gentiana sedifolia,Gentiana,sedifolia,2,8,20,19,0.00155,3.0000000000000003e-4,0.05555,185.16666666666666,0.19354838709677422,0.18466666666666667,,,
PE,T,PFTC3,DAU9565,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,4,4,1,1,0.018,0.008,0.828,103.49999999999999,0.4444444444444445,0.17566666666666667,,,
PE,T,PFTC3,DAL7391,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Carex boliviensis,Carex,boliviensis,2,7,1,1,0.008,0.005,0.643,128.6,0.625,0.14866666666666667,,,
PE,T,PFTC3,DAJ0310,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Carex boliviensis,Carex,boliviensis,4,6,1,1,0.02,0.008,0.941,117.62499999999999,0.4,0.18833333333333332,,,
PE,T,PFTC3,CJE2425,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,3,31,1,2,0.052,0.028,1.6059999999999999,57.357142857142854,0.5384615384615385,0.298,,,
PE,T,PFTC3,CPN6713,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,2,8,1,1,0.012,0.006,0.613,102.16666666666666,0.5,0.21633333333333332,,,
PE,T,PFTC3,CPL3451,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,1,10,1,1,0.017,0.01,1.136,113.6,0.5882352941176471,0.20033333333333334,,,
PE,T,PFTC3,DAO6379,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,5,13,4,5,0.00825,0.006,0.30624999999999997,51.04166666666666,0.7272727272727273,0.30766666666666664,,,
PE,T,PFTC3,CBW3876,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,4,13,1,4,0.03,0.02,1.019,50.949999999999996,0.6666666666666667,0.3203333333333333,,,
PE,T,PFTC3,CBX0478,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,3,9,3,4,0.005999999999999999,0.0029999999999999996,0.23,76.66666666666669,0.5,0.282,,,
PE,T,PFTC3,CBY7334,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,2,10,4,5,0.01025,0.007,0.50325,71.89285714285714,0.6829268292682926,0.34833333333333333,,,
PE,T,PFTC3,CCB3136,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Poaceae,Anatherostipa hans-meyeri,Anatherostipa,hans-meyeri,1,12,4,5,0.00625,0.05,0.39525,7.904999999999999,8,0.331,, Dry_larger_Wet _,
PE,T,PFTC3,CDV3785,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis breviculmis,Agrostis,breviculmis,2,6,6,6,0.0036666666666666666,0.002,0.12466666666666666,62.33333333333333,0.5454545454545455,0.29866666666666664,,,
PE,T,PFTC3,CEF7206,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis breviculmis,Agrostis,breviculmis,5,5,5,5,0.0024000000000000002,0.0014,0.10780000000000001,77,0.5833333333333333,0.24033333333333334,,,
PE,T,PFTC3,DAQ2174,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,3,26,1,2,0.148,0.068,6.473,95.19117647058823,0.45945945945945954,0.19666666666666666,,,
PE,T,PFTC3,CBP5357,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,1,4,1,1,0.019,0.007,1.201,171.57142857142858,0.368421052631579,0.13466666666666666,,,
PE,T,PFTC3,CBZ6114,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Carex pygmaea,Carex,pygmaea,2,7,1,2,0.035,0.015,2.3000000000000003,153.33333333333334,0.4285714285714285,0.12666666666666668,,,
PE,T,PFTC3,CCA7507,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,1,9,4,5,0.00625,0.0025,0.20025,80.10000000000001,0.39999999999999997,0.217,,,
PE,T,PFTC3,DAK5214,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Carex boliviensis,Carex,boliviensis,3,9,1,1,0.022,0.011,1.312,119.27272727272728,0.5,0.16033333333333333,,,
PE,T,PFTC3,DBB9232,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Rhynchospora macrochaeta,Rhynchospora,macrochaeta,5,26,1,4,0.252,0.127,7.701,60.63779527559055,0.503968253968254,0.2773333333333333,,,
PE,T,PFTC3,CJT7311,2018,March,2018-03-15T00:00:00Z,1,ACJ,C,3,Fern,Dryopteridaceae,Elaphoglossum amphioxys,Elaphoglossum,amphioxys,1,29,1,1,3.194,0.726,52.856,72.80440771349863,0.22730118973074515,0.6403333333333333,,,
PE,T,PFTC3,CPD1276,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,5,4,1,1,0.011,0.008,0.453,56.625,0.7272727272727273,0.21,,,
PE,T,PFTC3,DAM5780,2018,March,2018-03-17T00:00:00Z,1,QUE,B,3,Gramminoid,Cyperaceae,Carex boliviensis,Carex,boliviensis,1,5,1,1,0.016,0.006,0.892,148.66666666666666,0.375,0.18866666666666668,,,
PE,T,PFTC3,CGQ6355,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Cyperaceae,Carex boliviensis,Carex,boliviensis,5,11,1,1,0.015,0.011,1.111,101,0.7333333333333333,0.15566666666666668,,,
PE,T,PFTC3,CRF4370,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,2,15,1,1,0.048,0.02,2.717,135.85,0.4166666666666667,0.218,,,
PE,T,PFTC3,CGV5430,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,3,11,2,3,0.0125,0,0.4525,Inf,0,0.14233333333333334,, too_small_exceed_scale _,
PE,T,PFTC3,CGU9144,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,3,11,3,3,0.005,0,0.23399999999999999,Inf,0,0.10933333333333334,, too_small_exceed_scale _,
PE,T,PFTC3,CGM7956,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis haenkeana,Agrostis,haenkeana,4,14,1,1,0.01,0.004,0.556,139,0.4,0.151,,,
PE,T,PFTC3,CGP5643,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis haenkeana,Agrostis,haenkeana,1,7,1,1,0.016,0,1.476,Inf,0,0.14500000000000002,, too_small_exceed_scale _,
PE,T,PFTC3,CGN3780,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis haenkeana,Agrostis,haenkeana,3,7,1,2,0.013,0.002,0.905,452.5,0.15384615384615385,0.164,,,
PE,T,PFTC3,CEA1156,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,5,12,6,6,0.0021666666666666666,0.0013333333333333333,0.18466666666666667,138.5,0.6153846153846154,0.1325,,,
PE,T,PFTC3,CDX0896,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis haenkeana,Agrostis,haenkeana,5,10,1,1,0.009,0.007,0.588,84,0.7777777777777779,0.19366666666666665,,,
PE,T,PFTC3,CRK9531,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,1,15,1,2,0.113,0.046,4.197,91.23913043478261,0.4070796460176991,0.25666666666666665,,,
PE,T,PFTC3,CEC5825,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,3,8,8,9,0.004125,0.001625,0.193625,119.15384615384616,0.3939393939393939,0.23249999999999998,,,
PE,T,PFTC3,CRH5606,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,3,18,1,1,0.107,0.042,3.622,86.23809523809523,0.39252336448598135,0.23933333333333331,,,
PE,T,PFTC3,CRI9103,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,2,11,2,2,0.002,0.0015,0.5945,396.33333333333337,0.75,0.14366666666666666,,,
PE,T,PFTC3,CUC1378,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,1,16,1,1,0.025,0.009,0.943,104.77777777777779,0.35999999999999993,0.21333333333333332,,,
PE,T,PFTC3,CPB6738,2018,March,2018-03-17T00:00:00Z,1,QUE,B,5,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,4,5,1,1,0.005,0.005,0.38,76,1,0.21233333333333332,,,
PE,T,PFTC3,CED1803,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,2,11,7,7,0.001142857142857143,NA,0.13385714285714287,NA,NA,0.12366666666666666,,NA,
PE,T,PFTC3,CHW5602,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,1,26,1,1,0.03,0.029,3.606,124.34482758620689,0.9666666666666668,0.16166666666666668,,,
PE,T,PFTC3,CHV7163,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,2,19,1,1,0.01,0.009,1.63,181.11111111111111,0.8999999999999999,0.12,,,
PE,T,PFTC3,CHU8899,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis foliata,Agrostis,foliata,3,21,1,1,0.032,0.027,2.778,102.88888888888889,0.84375,0.21866666666666668,,,
PE,T,PFTC3,CDW1039,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis haenkeana,Agrostis,haenkeana,6,12,1,1,0.008,0.006,0.546,91,0.75,0.19733333333333333,,,
PE,T,PFTC3,CEE6898,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Poaceae,Agrostis mertensii,Agrostis,mertensii,1,11,6,7,0.0011666666666666668,0.0011666666666666668,0.159,136.28571428571428,1,0.17433333333333334,,,
PE,T,PFTC3,CJL3810,2018,March,2018-03-17T00:00:00Z,1,QUE,B,1,Gramminoid,Juncaceae,Luzula racemosa,Luzula,racemosa,4,4,2,2,0.0075,0.002,0.371,185.5,0.26666666666666666,0.174,,,
PE,T,PFTC3,CIC4008,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Poaceae,Bromus lanatus,Bromus,lanatus,4,23,1,1,0.12,0.047,4.4,93.61702127659575,0.39166666666666666,0.204,,,
PE,T,PFTC3,CVS5019,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,5,8,1,1,0.039,0.009,1.544,171.55555555555557,0.23076923076923075,0.18,,,
PE,T,PFTC3,CIS3443,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Cyperaceae,Carex pichinchensis,Carex,pichinchensis,1,53,1,2,0.46,0.234,16.56,70.76923076923076,0.5086956521739131,0.26166666666666666,,,
PE,T,PFTC3,CVR0017,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,1,9,1,2,0.15,0.049,3.906,79.71428571428571,0.3266666666666667,0.25433333333333336,,,
PE,T,PFTC3,BCD9234,2018,March,2018-03-16T00:00:00Z,1,TRE,C,2,Forb,Asteraceae,Oreithales integrifolia,Oreithales,integrifolia,4,12,1,1,0.47,0.112,12.224,109.14285714285714,0.23829787234042554,0.23566666666666666,,,
PE,T,PFTC3,CHA4440,2018,March,2018-03-16T00:00:00Z,1,TRE,C,2,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,5,6,5,6,0.044,0.0158,1.8265999999999998,115.60759493670884,0.3590909090909091,0.26366666666666666,,,
PE,T,PFTC3,CIP5751,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Poaceae,Festuca dolichophylla,Festuca,dolichophylla,2,67,4,4,0.1055,0.046,3.7322499999999996,81.13586956521739,0.43601895734597157,0.336,,,
PE,T,PFTC3,CTV6616,2018,March,2018-03-16T00:00:00Z,1,TRE,C,2,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,2,6,5,6,0.024,0.0076,1.0776,141.78947368421052,0.31666666666666665,0.18433333333333335,,,
PE,T,PFTC3,CHP6471,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,NA,NA,NA,NA,NA,3,1,1,1,0.146,0.031,4.115,132.74193548387098,0.2123287671232877,0.283,,,
PE,T,PFTC3,CHQ2618,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,NA,NA,NA,NA,NA,2,NA,1,1,0.088,0.017,2.584,152,0.1931818181818182,0.322,,,
PE,T,PFTC3,CHR1526,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,NA,NA,NA,NA,NA,1,1,1,1,0.089,0.019,2.718,143.05263157894737,0.21348314606741572,0.22733333333333333,,,
PE,T,PFTC3,CHS3805,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Rosaceae,Acaena cylindristachya,Acaena,cylindristachya,2,3,1,2,0.949,0.271,24.069000000000003,88.81549815498155,0.285563751317176,0.21,,,
PE,T,PFTC3,CHG5887,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Rosaceae,Acaena cylindristachya,Acaena,cylindristachya,1,13,1,12,1.224,0.283,23.184,81.92226148409895,0.23120915032679737,0.16466666666666666,,,
PE,T,PFTC3,CHI0770,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Campanulaceae,Lysipomia laciniata,Lysipomia,laciniata,5,2,1,2,0.028,0.005,1.122,224.4,0.17857142857142858,0.22066666666666665,,,
PE,T,PFTC3,CHH0053,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Campanulaceae,Lysipomia laciniata,Lysipomia,laciniata,4,2,1,2,0.041,0.005,1.73,346,0.12195121951219512,0.17266666666666666,,,
PE,T,PFTC3,CUJ2713,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Campanulaceae,Lysipomia laciniata,Lysipomia,laciniata,3,3,1,2,0.058,0.007,1.715,245,0.12068965517241378,0.19433333333333333,,,
PE,T,PFTC3,EVQ4411,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,3,9,1,1,0.037,0.008,2.97,371.25,0.21621621621621623,0.13866666666666666,,,
PE,T,PFTC3,CPF4152,2018,March,2018-03-16T00:00:00Z,1,TRE,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,1,3,1,1,0.017,0.001,0.881,881,0.058823529411764705,0.21866666666666668,,,
PE,T,PFTC3,CIX3112,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,4,49,1,4,0.157,0.078,2.803,35.93589743589744,0.4968152866242038,0.399,,,
PE,T,PFTC3,CTS6785,2018,March,2018-03-16T00:00:00Z,1,TRE,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,4,17,1,1,0.057,0.014,2.538,181.28571428571428,0.24561403508771928,0.29233333333333333,,,
PE,T,PFTC3,COU9373,2018,March,2018-03-16T00:00:00Z,1,TRE,C,5,Forb,Gentianaceae,Halenia umbellata,Halenia,umbellata,3,3,1,1,0.03,0.008,1.561,195.125,0.26666666666666666,0.22433333333333333,,,
PE,T,PFTC3,BBQ7125,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,1,12,1,1,0.037,0.01,3.181,318.1,0.2702702702702703,0.12100000000000001,,,
PE,T,PFTC3,BBR2932,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Gramminoid,Poaceae,Paspalum bonplandianum,Paspalum,bonplandianum,2,6,1,1,0.037,0.008,3.167,395.87499999999994,0.21621621621621623,0.107,,,
PE,T,PFTC3,CIY9066,2018,March,2018-03-16T00:00:00Z,1,TRE,C,1,Gramminoid,Poaceae,Calamagrostis tarmensis,Calamagrostis,tarmensis,3,63,1,4,0.31,0.146,4.396,30.10958904109589,0.47096774193548385,0.41033333333333333,,,
PE,T,PFTC3,CVP2408,2018,March,2018-03-16T00:00:00Z,1,TRE,C,3,Forb,Rosaceae,Lachemilla orbiculata,Lachemilla,orbiculata,3,2,1,1,0.05,0.018,2.161,120.05555555555557,0.35999999999999993,0.19899999999999998,,,
